gender	race	region	happy	life	sibs	childs	age	educ	paeduc	maeduc	speduc	prestg80	occcat80	tax	usintl	obey	popular	thnkself	workhard	helpoth	hlth1	hlth2	hlth3	hlth4	hlth5	hlth6	hlth7	hlth8	hlth9	work1	work2	work3	work4	work5	work6	work7	work8	work9	prob1	prob2	prob3	prob4
2	1	1	2	0	3	0	37	12	98	12	97	47	1	0	1	5	3	1	4	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	1	0	3	67	12	97	8	12	45	5	2	0	2	5	1	4	3	1	2	2	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	1	 	 	 
2	3	1	2	2	4	0	19	10	8	9	97	0	 	2	0	1	5	2	3	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 
2	1	1	2	2	2	1	33	14	12	99	16	58	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	10	2	44	8	7	7	12	39	5	0	1	1	5	4	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	1	2	1	42	16	17	16	17	47	1	2	0	5	4	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	7	 
1	1	1	2	2	3	2	48	19	16	13	16	64	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	1	0	9	0	67	17	8	12	12	51	1	0	1	3	5	1	2	4	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	2	2	37	16	12	14	14	47	2	2	0	5	4	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	 	 	 
2	1	1	2	2	0	2	41	16	11	8	12	46	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	2	4	52	16	98	12	12	45	2	0	1	1	5	4	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	1	2	4	2	38	16	12	12	14	49	2	1	0	4	5	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	 	 
2	1	1	2	2	3	2	43	16	12	13	12	46	2	2	0	5	4	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	 	 
2	1	1	2	2	3	2	31	12	97	12	12	30	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	1	0	0	1	35	12	14	12	14	51	2	0	1	4	5	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	1	1	34	16	16	16	12	59	1	2	0	1	5	4	2	3	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	 	 	 
1	1	1	2	1	10	2	34	12	12	12	12	50	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	9	1	29	12	12	13	17	44	2	0	1	2	5	1	3	4	1	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	 	 	 	 
1	1	1	2	1	2	0	19	11	12	12	97	31	3	2	0	4	5	1	2	3	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	 	 	 
2	1	1	2	1	9	2	31	12	97	12	12	45	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	1	0	27	16	12	12	16	47	2	0	1	4	5	3	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	4	3	49	12	98	12	13	28	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	2	1	23	12	12	14	12	42	6	0	1	5	4	1	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	2	1	2	0	7	3	64	11	97	98	98	0	 	0	1	1	5	2	3	4	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	2	1	3	3	5	2	37	12	99	99	97	0	 	8	0	2	5	1	3	4	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	 	 	 	 
1	2	1	2	1	2	0	40	12	16	12	97	17	3	8	0	4	5	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 
2	2	1	2	2	2	2	19	11	97	13	97	0	 	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	2	1	1	0	6	2	31	12	13	12	97	29	2	0	2	4	5	1	2	3	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	2	1	2	2	1	2	65	12	10	11	12	22	3	1	0	1	3	2	5	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	 	 	 
2	2	1	2	1	3	0	33	13	10	13	97	42	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	2	1	2	0	10	0	29	11	97	12	12	29	2	0	1	4	5	2	3	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	1	3	6	68	13	12	12	16	22	2	1	0	4	5	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	1	1	1	2	62	11	98	8	11	63	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	3	0	3	2	65	7	98	98	97	32	6	0	1	9	9	9	9	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	0	0	76	10	97	8	7	32	2	1	0	2	5	4	3	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	1	0	1	3	41	13	11	12	12	53	3	0	1	4	5	3	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	3	1	2	1	2	1	34	18	16	16	97	28	3	1	0	4	5	1	2	3	1	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	4	2	 	 
1	1	1	2	1	2	0	32	14	16	16	97	22	2	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	3	0	2	0	26	15	16	16	97	39	6	0	1	5	4	1	3	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	9	9	9	 	 	 	 
2	1	1	2	1	4	3	36	18	11	12	15	31	2	1	0	5	4	3	1	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	4	 	 
1	1	1	2	1	3	0	34	15	97	12	97	40	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	3	2	37	16	16	12	12	38	2	0	2	5	4	1	3	2	1	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	 	 	 	 
1	1	1	2	1	1	0	32	15	99	99	17	51	1	1	0	4	5	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	1	5	0	27	16	10	9	97	65	1	2	0	4	5	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	 	 
2	1	1	2	2	2	1	30	12	12	12	97	29	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	2	2	1	39	12	12	12	97	41	1	8	0	4	5	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 
1	1	1	2	1	4	0	33	11	12	8	97	39	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	1	2	5	61	10	97	98	97	32	2	1	0	5	3	1	4	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	0	3	3	79	10	98	99	97	29	2	0	2	4	5	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	8	4	4	71	7	98	98	97	33	6	1	0	4	5	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 
2	1	1	2	3	1	4	73	7	2	4	97	35	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	3	1	1	1	0	1	26	11	97	13	97	46	1	1	0	5	2	1	4	3	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	 	 	 
1	1	1	2	2	2	0	20	10	97	12	97	44	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	3	0	6	3	39	12	99	7	14	44	2	0	1	4	5	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	2	1	2	2	3	2	39	14	3	5	97	30	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	2	1	3	0	3	2	33	11	97	99	97	42	3	0	2	4	5	1	2	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
2	2	1	2	2	6	3	26	12	98	11	97	0	 	2	0	2	5	3	4	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	2	1	2	2	8	0	26	10	97	14	97	36	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	2	1	1	2	3	5	59	12	18	16	97	0	 	8	0	4	5	1	3	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	 	 	 
2	2	1	3	3	9	1	28	13	97	99	97	49	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	2	2	61	12	10	13	20	29	2	0	2	4	5	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	1	5	1	79	11	98	98	97	36	3	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	1	2	1	0	21	13	11	13	97	51	5	2	0	4	5	1	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	1	4	3	57	12	7	12	8	22	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	2	3	45	12	10	10	12	35	6	0	1	4	5	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	 	 	 	 
1	1	1	2	0	2	0	31	12	12	12	97	47	5	0	1	5	4	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	1	1	5	4	64	10	97	8	11	51	2	2	0	4	5	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	6	0	28	17	11	12	15	73	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	1	1	6	0	22	14	16	14	97	48	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	1	1	1	3	36	17	14	12	14	32	2	1	0	1	5	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	5	 	 	 
2	1	1	2	1	9	1	78	12	97	8	9	32	2	2	0	5	4	1	2	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	5	 	 
2	1	1	2	2	7	2	63	11	7	8	8	33	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	5	0	62	9	5	12	97	50	5	0	1	4	5	2	1	3	2	2	2	2	2	2	2	2	2	9	9	9	9	9	9	9	9	9	 	 	 	 
2	1	1	1	2	1	1	63	12	6	8	15	47	2	2	0	2	5	1	3	4	1	2	2	2	2	2	2	2	2	9	9	9	9	9	9	9	9	9	4	 	 	 
2	1	1	1	2	1	0	48	16	16	14	97	32	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	3	0	3	2	47	19	12	16	97	52	1	0	1	5	4	1	3	2	1	1	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	 	 	 	 
1	1	1	2	2	2	0	32	16	16	14	97	22	2	2	0	3	5	1	4	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	 	 	 
2	1	1	2	2	5	1	73	12	12	98	97	51	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	3	1	3	0	8	0	30	12	12	12	97	41	2	0	2	3	5	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	5	3	54	12	10	12	14	34	2	2	0	4	5	1	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	 	 	 
1	1	1	2	0	3	2	51	12	12	8	12	30	5	0	1	1	4	2	3	5	2	2	2	2	2	2	2	1	1	2	2	1	2	1	2	2	1	2	 	 	 	 
1	1	1	2	1	0	2	74	18	13	8	12	53	2	2	0	4	2	1	3	5	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 
1	1	1	2	0	2	2	42	16	16	16	16	51	1	0	1	3	5	1	4	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	4	1	48	12	8	10	12	36	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	2	3	47	16	12	12	13	51	1	0	1	5	4	1	2	3	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	 	 	 	 
2	1	1	2	1	4	3	37	9	5	12	12	34	2	2	0	3	5	2	1	4	1	1	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	1	2	2	 	 
1	1	1	1	1	4	7	51	17	16	16	97	50	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	2	1	1	37	12	12	12	97	21	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	1	0	3	2	69	12	97	12	13	30	2	0	2	1	4	5	2	3	1	2	2	2	2	2	2	2	2	9	9	9	9	9	9	9	9	9	 	 	 	 
2	1	1	1	2	6	4	89	16	8	8	97	64	1	2	0	5	4	1	2	3	1	2	2	2	2	2	2	2	1	9	9	9	9	9	9	9	9	9	2	2	 	 
1	1	1	1	1	7	2	63	9	98	98	12	31	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	3	2	62	12	8	98	8	39	2	0	2	5	3	1	4	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	1	4	0	48	12	97	12	16	34	2	1	0	5	4	3	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	0	2	81	12	98	12	12	42	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	2	1	3	30	14	12	12	16	32	6	1	0	4	5	1	3	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	1	2	0	20	12	12	12	97	28	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	3	2	7	1	24	13	10	12	10	46	2	1	0	4	5	3	1	2	1	2	2	2	2	2	1	2	1	2	2	2	2	2	2	1	1	2	2	1	7	 
2	1	1	2	2	1	1	40	10	97	8	97	42	3	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	2	1	2	1	3	0	29	15	17	17	16	43	2	1	0	4	5	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 
2	2	1	2	0	4	1	65	16	12	12	97	46	2	0	1	5	4	1	2	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
1	2	1	3	2	2	2	31	12	12	14	97	27	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	2	1	2	0	0	5	60	12	8	8	97	23	3	0	2	9	9	9	9	9	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	3	2	3	0	35	16	13	12	97	39	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	2	2	61	13	16	12	97	46	2	0	1	5	4	3	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	1	0	4	2	32	16	14	12	12	52	2	0	2	3	5	1	2	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	9	3	40	12	9	13	9	32	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	3	0	2	3	38	14	7	12	10	36	3	0	2	1	5	2	4	3	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	1	1	3	2	40	12	12	98	12	48	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	4	2	32	12	12	10	14	24	2	0	1	2	5	3	4	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	 	 	 	 
1	1	1	1	1	1	2	32	12	12	12	12	26	6	2	0	1	5	2	4	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	0	1	1	33	12	18	9	16	42	6	0	1	5	4	2	1	3	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	 	 	 	 
1	1	1	2	2	2	0	39	20	14	16	20	66	1	2	0	5	4	1	2	3	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	 	 
2	1	1	2	2	2	4	58	20	20	16	97	65	1	1	0	4	5	1	3	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	1	2	47	16	12	12	12	27	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	1	0	1	1	50	14	11	11	14	49	2	0	2	4	5	1	2	3	1	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	 	 	 	 
1	1	1	2	2	3	2	52	15	8	8	12	71	1	2	0	1	5	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	1	0	11	4	62	3	8	8	97	44	5	0	2	5	3	2	4	1	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	 	 	 	 
2	1	1	2	2	0	3	56	11	8	8	97	23	3	1	0	3	5	4	2	1	1	2	1	2	2	2	1	1	2	1	1	1	2	1	2	2	2	2	2	 	 	 
2	1	1	1	1	9	2	43	13	12	12	97	46	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	1	0	2	0	24	16	14	12	17	65	1	0	1	5	4	2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	3	1	1	2	3	3	31	9	98	98	98	33	6	2	0	1	2	3	4	5	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	 	 	 
1	1	1	2	2	4	2	74	12	98	98	12	47	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	1	2	4	0	30	12	12	12	97	64	1	1	0	4	5	2	1	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	 	 	 	 
2	1	1	1	0	4	3	44	16	12	8	16	41	2	0	1	1	5	3	4	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	1	1	3	1	31	20	12	13	18	58	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	1	0	4	2	40	18	12	12	18	51	2	0	1	3	5	4	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	4	2	37	13	20	14	18	45	5	1	0	9	9	9	9	9	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	 	 
2	1	1	2	1	4	2	44	13	8	12	14	44	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	5	2	41	15	9	12	16	64	1	0	1	4	5	1	2	3	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	1	1	1	46	18	16	12	14	64	1	2	0	4	3	1	2	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	3	0	10	5	50	10	98	98	98	28	3	0	1	1	5	4	3	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	1	3	3	57	18	12	14	16	64	1	1	0	1	2	4	3	5	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	 	 
1	1	1	1	0	1	0	75	16	20	12	12	59	1	0	2	3	5	1	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	1	2	6	4	33	14	13	12	14	66	1	1	0	3	5	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	 	 
2	1	1	3	3	2	0	61	12	12	8	97	40	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	3	2	29	14	12	12	12	66	1	0	1	4	5	1	2	3	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	 	 	 	 
2	1	1	1	0	1	2	45	12	12	12	12	28	3	0	2	3	5	1	2	4	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	 	 	 	 
1	1	1	2	2	3	6	61	8	6	8	16	26	6	2	0	1	4	3	5	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	 	 	 	 
2	1	1	2	1	2	5	81	8	97	5	8	40	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	0	21	1	38	12	97	98	11	28	6	0	1	3	5	4	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	1	2	2	7	5	89	4	8	8	9	35	5	2	0	5	4	1	2	3	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	7	 	 	 
2	1	1	2	2	9	4	81	5	97	98	97	23	3	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	3	0	7	0	74	8	98	97	13	22	3	0	2	3	4	5	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	1	4	2	30	12	8	12	12	42	3	1	0	2	5	3	4	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	 
2	1	1	1	2	4	3	39	12	10	12	12	44	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	3	1	3	7	56	16	6	13	16	54	1	2	0	2	5	3	4	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	4	1	7
2	1	1	1	0	3	5	42	16	12	99	19	66	1	0	1	5	4	1	2	3	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	2	1	0	99	1	58	10	99	99	97	65	1	0	1	5	3	1	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
1	1	2	2	2	1	0	30	12	12	9	16	43	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	2	2	0	9	0	84	12	99	0	97	47	2	0	1	1	5	2	3	4	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	2	1	0	4	3	58	12	12	12	97	46	2	0	1	5	4	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	2	1	1	1	14	4	31	14	97	4	14	36	3	1	0	1	5	2	3	4	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	 	 	 
1	2	1	3	2	1	2	28	12	99	98	97	22	3	1	0	4	5	1	3	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	 	 	 
2	2	1	3	2	13	7	71	9	98	98	97	25	6	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	2	1	2	0	11	2	40	20	98	4	97	22	6	0	1	4	5	2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	2	1	2	2	8	3	31	12	98	97	97	0	 	1	0	4	5	2	1	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 
1	3	1	2	2	12	0	49	13	98	0	97	30	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
1	1	1	2	0	1	0	22	11	97	12	97	29	2	0	1	4	5	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	 	 	 
2	1	1	2	1	3	0	38	12	12	12	12	29	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 
2	1	1	2	2	3	0	30	13	8	12	12	60	2	1	0	4	5	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	 	 
